Date,NEPSE,Banking,Hydropower,Hotels And Tourism,Finance,Investment,LifeInsurance,Manufacture,NonLifeInsurance,Others,Mutual Fund,Microfinance,DevBank,Trading
2021-04-27,2599.08,1780.69,2514.02,3336.84,1249.4,97.66,16930.71,5561.29,12899.72,1978.38,13.39,5220.59,2822.45,3625.34
2021-04-28,2585.28,1766.61,2495.13,3317.52,1233.86,97.57,16781.6,5632.27,12794.88,1996.1,13.38,5174.17,2798.34,3634.49
2021-04-29,2611.11,1774.16,2575.33,3289.76,1239.09,97.45,16924.48,5735.95,12919.67,2046.83,13.4,5218.52,2825.64,3761.03
2021-05-02,2665.11,1794.02,2613.18,3400.93,1255.16,98.2,17556.66,5888.46,13368.46,2141.69,13.44,5323.25,2864.53,3843.6
2021-05-03,2652.58,1784.24,2581.09,3387.55,1246.08,98.66,17469.44,5824.38,13287.49,2108.97,13.44,5392.23,2830.85,3828.53
2021-05-04,2654.03,1776.6,2612.01,3351.78,1243.0,98.88,17405.2,5830.65,13254.02,2088.86,13.45,5529.88,2819.61,3921.46
2021-05-05,2649.6,1771.61,2657.27,3314.0,1252.48,98.37,17349.96,5763.58,13263.29,2068.74,13.44,5525.98,2816.36,3930.86
2021-05-06,2637.13,1778.71,2607.88,3261.95,1256.04,98.52,17110.64,5725.76,13132.98,2045.03,13.36,5462.5,2801.21,3867.87
2021-05-09,2618.63,1778.43,2573.83,3225.9,1243.84,97.66,16963.95,5629.77,13099.85,2022.51,13.34,5365.44,2799.64,3806.26
2021-05-10,2645.85,1781.81,2589.82,3232.11,1254.06,98.66,17101.77,5769.13,13445.89,2102.06,13.39,5416.32,2817.71,3825.87
2021-05-11,2673.32,1785.19,2609.06,3259.13,1271.55,100.15,17368.95,5901.57,13622.39,2154.6,13.42,5481.41,2832.95,4047.54
2021-05-12,2673.88,1781.77,2640.85,3252.16,1286.55,100.91,17302.09,6002.24,13654.0,2135.39,13.48,5463.61,2836.76,4006.34
2021-05-13,2684.01,1785.21,2677.97,3232.81,1346.95,100.51,17387.21,5984.1,13659.52,2147.99,13.57,5469.0,2908.2,3982.47
2021-05-16,2738.3,1812.64,2709.69,3269.2,1363.01,102.55,17915.99,6047.45,14242.47,2193.92,13.61,5572.23,3021.09,4049.14
2021-05-17,2759.22,1821.88,2778.01,3256.41,1375.48,102.8,18036.27,6003.88,14281.56,2250.96,13.7,5587.53,3020.39,4056.25
2021-05-18,2793.81,1826.78,2874.99,3456.59,1456.03,105.66,18240.4,6003.97,14362.64,2267.47,13.75,5672.94,3120.85,4142.29
2021-05-19,2780.81,1834.38,2814.36,3470.71,1457.25,103.8,18213.51,5937.58,14204.69,2239.85,13.83,5664.34,3068.87,4178.01
2021-05-20,2787.19,1851.72,2770.78,3451.12,1547.4,103.06,18134.65,5880.7,14181.23,2246.16,13.83,5650.51,3182.31,4155.38
2021-05-23,2820.0,1885.01,2814.99,3448.18,1651.95,103.14,18196.28,5888.19,14169.53,2259.37,13.93,5629.81,3422.2,4196.16
2021-05-24,2823.05,1889.09,2820.14,3431.18,1615.52,104.56,18140.68,5840.37,14366.17,2250.06,14.02,5624.43,3389.29,4139.66
2021-05-25,2816.6,1863.52,2884.69,3397.11,1613.78,103.38,18574.13,5817.86,14619.27,2220.94,14.04,5626.74,3335.81,4187.76
2021-05-27,2815.4,1857.05,3016.47,3382.28,1650.83,102.71,18437.77,5850.45,14761.55,2196.93,14.13,5435.05,3450.1,4469.29
2021-05-30,2827.93,1876.99,3015.81,3517.73,1734.74,102.43,18533.78,5845.14,14825.67,2142.29,14.67,5360.65,3707.24,4436.62
2021-05-31,2782.86,1857.85,2886.95,3516.92,1725.56,101.46,18176.88,5751.01,14444.8,2089.76,14.71,5350.11,3649.38,4268.54
2021-06-01,2771.15,1848.4,2859.19,3433.13,1741.84,100.61,18027.34,5714.46,14336.68,2114.08,14.74,5337.88,3678.64,4219.82
2021-06-02,2827.13,1857.2,2941.01,3525.47,1879.67,101.52,18401.51,5850.8,14815.78,2224.84,14.71,5407.5,3904.3,4234.93
2021-06-03,2856.77,1907.46,2880.97,3642.59,1942.51,101.59,18406.63,5922.04,14702.47,2208.93,14.91,5447.85,4050.32,4225.26
2021-06-06,2906.91,1977.46,2834.15,3623.61,1970.23,105.62,18281.23,5854.77,14619.79,2275.88,15.15,5452.13,4146.63,4181.98
2021-06-07,2906.7,1945.72,2925.79,3581.11,2134.16,105.53,18297.27,5840.72,14652.68,2280.98,15.25,5429.7,4407.42,4089.71
2021-06-08,2960.14,1965.82,2984.15,3564.66,2320.09,104.63,18965.84,5970.01,15206.84,2326.31,15.59,5405.48,4805.71,4108.98
2021-06-09,2946.58,1954.47,2968.24,3562.65,2367.47,103.61,18994.96,6207.48,15245.84,2294.79,15.6,5386.8,4593.83,4187.91
2021-06-10,2944.78,1936.7,3056.89,3549.37,2428.42,104.72,18723.73,6168.8,15200.18,2288.79,15.72,5394.15,4714.43,4130.49
2021-06-13,2983.11,1944.78,3241.37,3720.2,2601.92,107.21,18576.45,6235.16,15178.65,2278.58,15.62,5376.46,5099.88,4080.94
2021-06-14,3025.83,1997.61,3235.7,3878.22,2626.73,110.93,18657.66,6376.67,15486.33,2266.28,15.61,5350.9,5043.93,4067.12
2021-06-15,3022.11,1990.81,3144.95,3936.47,2540.22,113.22,18647.18,6449.59,15484.57,2356.64,15.67,5311.76,4821.04,4049.46
2021-06-16,2969.72,1981.47,2995.46,3734.32,2367.54,110.33,18241.36,6245.36,15081.45,2286.38,15.23,5451.49,4626.09,3946.4
2021-06-17,2968.42,1970.74,2992.51,3770.92,2401.46,110.12,18256.4,6233.52,15134.43,2313.1,15.6,5388.04,4721.12,3931.73
2021-06-20,2905.32,1935.34,2891.42,3679.94,2321.17,107.92,17945.45,6084.02,14855.18,2268.37,15.4,5271.43,4559.05,3832.16
2021-06-21,2834.41,1901.69,2741.18,3514.11,2200.96,107.4,17494.34,5912.83,14432.09,2217.94,15.19,5166.43,4354.79,3802.53
2021-06-22,2913.84,1945.43,2890.92,3624.07,2328.56,111.93,17882.2,6075.24,14811.54,2252.76,15.4,5231.15,4606.12,3824.07
2021-06-23,2859.96,1912.65,2819.43,3551.7,2257.11,110.91,17467.84,5968.29,14634.92,2214.64,15.34,5124.44,4436.38,3742.46
2021-06-24,2843.0,1905.23,2879.22,3592.92,2228.03,109.18,17323.97,5925.25,14457.69,2184.62,15.31,5074.86,4363.65,3716.29
2021-06-27,2870.18,1943.49,2956.03,3550.07,2188.76,109.76,17324.32,5953.9,14422.37,2192.43,15.39,5079.77,4305.88,3763.57
2021-06-28,2871.6969,1950.44,2890.08,3569.63,2132.06,112.11,17338.39,5941.42,14385.1,2188.53,15.4,5191.17,4235.3,3736.2
2021-06-29,2828.0,1924.0,2814.05,3568.32,2044.45,108.26,17172.4,5906.44,14133.57,2137.19,15.34,5217.57,4068.17,3688.67
2021-06-30,2823.88,1919.92,2818.58,3518.64,2163.87,105.87,17061.01,5961.75,14142.19,2138.39,15.24,5169.97,4207.5,3662.91
2021-07-01,2843.0,1923.05,2840.54,3657.19,2229.59,107.08,17135.75,5964.11,14136.48,2175.32,15.39,5172.03,4360.33,3682.28
2021-07-04,2834.52,1916.45,2836.94,3740.71,2189.83,106.63,17090.77,5939.69,14016.69,2190.33,15.41,5146.17,4314.87,3664.67
2021-07-05,2822.74,1909.67,2783.26,3681.71,2134.83,107.22,16954.54,6171.43,13874.48,2203.54,15.46,5112.57,4213.0,3796.87
2021-07-06,2818.11,1913.34,2735.23,3656.08,2133.34,104.94,16958.95,6234.58,14040.57,2193.33,15.44,5114.29,4211.28,3757.72
2021-07-07,2801.13,1909.63,2676.03,3581.74,2100.38,104.09,16883.87,6101.49,13895.8,2175.02,15.43,5133.48,4222.34,3744.75
2021-07-08,2825.11,1927.44,2729.15,3596.39,2165.33,105.22,16926.92,6125.38,13899.38,2163.01,15.46,5201.61,4311.92,3724.15
2021-07-11,2899.82,1972.57,2807.69,3683.19,2346.59,108.04,17414.12,6221.79,14277.91,2172.02,15.6,5335.11,4669.42,3759.07
2021-07-12,2854.84,1949.95,2747.56,3576.32,2324.82,105.17,17159.45,6103.24,14039.01,2140.49,15.62,5262.52,4571.19,3698.41
2021-07-13,2871.03,1964.19,2761.49,3595.61,2418.36,105.52,17093.26,6108.33,14061.91,2148.6,15.63,5296.44,4641.52,3706.81
2021-07-14,2872.05,1957.96,2836.42,3603.4,2454.24,106.28,17060.64,6093.51,13979.86,2138.39,15.68,5276.89,4630.44,3695.11
2021-07-15,2883.38,1964.81,2892.82,3547.28,2513.67,106.26,17017.53,6087.64,14016.12,2140.49,15.76,5323.81,4614.39,3723.82
2021-07-18,2980.61,2057.38,2938.31,3605.86,2548.91,107.97,17667.66,6245.69,14457.34,2160.31,16.28,5514.78,4847.47,3757.74
2021-07-19,2994.42,2068.23,2936.77,3596.91,2513.9,109.83,17724.14,6288.35,14570.45,2174.72,16.38,5510.37,4829.03,3953.76
2021-07-20,,2067.31,2972.66,3661.46,2481.47,108.79,17597.19,6302.36,14382.29,2148.3,17.41,5483.26,4790.59,4080.14
2021-07-22,3004.33,2103.0,2997.35,3646.23,2522.32,108.49,17558.4,6280.71,14420.99,2136.89,18.32,5470.53,4774.86,3997.68
2021-07-25,3058.64,2175.19,3068.51,3625.91,2547.18,108.48,17593.71,6352.56,14471.26,2143.5,18.09,5557.47,4788.21,3996.43
2021-07-26,3050.43,2131.97,3171.16,3647.96,2597.36,108.33,17661.78,6435.43,14491.45,2132.99,17.83,5655.55,4753.99,4069.62
2021-07-27,3076.3728,2128.35,3289.81,3635.72,2671.24,111.37,17920.19,6740.62,14614.02,2193.93,17.96,5538.88,4789.56,4067.05
2021-07-28,3094.95,2110.03,3241.54,3888.56,2739.31,114.6,18359.47,6703.31,15063.58,2214.04,17.95,5576.13,4837.92,4083.44
2021-07-29,3079.82,2099.82,3212.97,3941.23,2686.11,113.3,18271.84,6648.22,14992.84,2201.43,17.92,5570.58,4891.46,4079.01
2021-08-01,3081.07,2094.1,3292.68,3848.47,2654.39,115.13,18060.37,6686.08,14819.89,2169.91,17.9,5636.12,4911.53,4148.01
2021-08-02,3085.07,2096.07,3274.38,3791.3,2663.38,117.07,17969.8,6722.62,14730.76,2152.5,17.73,5761.05,4850.02,4099.91
2021-08-03,3111.09,2098.41,3341.23,3803.57,2673.8,117.28,18087.65,6764.41,14791.45,2177.72,17.61,5982.97,4847.67,4201.29
2021-08-04,3123.15,2102.81,3535.25,3820.14,2717.82,117.59,18084.9,6789.32,14708.14,2158.21,17.49,5857.24,4912.63,4141.29
2021-08-05,3107.45,2102.8,3459.18,3773.03,2693.31,115.63,18025.82,6720.7,14651.79,2141.52,17.49,5818.4,5023.45,4093.91
2021-08-08,3108.13,2102.77,3574.23,3744.64,2715.21,115.6,17913.75,6726.76,14449.0,2120.38,17.49,5743.68,5091.4,4086.52
2021-08-09,3109.6,2090.72,3692.89,3706.99,2810.71,115.26,17960.56,6670.94,14489.78,2132.09,17.42,5685.78,5039.0,4042.69
2021-08-10,3161.56,2130.13,3692.36,3698.21,3000.85,117.41,18172.28,6721.92,14630.89,2140.92,17.49,5759.22,5445.57,3975.41
2021-08-11,3162.41,2115.96,3837.15,3801.67,2981.19,116.34,18182.33,6723.11,14674.69,2126.69,17.38,5767.0,5404.84,3921.14
2021-08-12,3178.91,2125.1,3812.93,3764.92,3013.88,118.04,18210.26,6821.27,14662.89,2116.99,17.46,5761.35,5748.94,3860.28
2021-08-15,3154.34,2117.86,3655.68,3699.86,2933.34,118.77,18021.04,6968.97,14438.28,2076.85,17.33,5876.61,5589.06,3825.71
2021-08-16,3160.09,2107.02,3695.8,3662.26,2904.35,121.45,17848.17,7129.03,14372.89,2069.65,17.3,5933.43,5665.14,3890.44
2021-08-17,3160.32,2083.84,3812.97,3630.43,3046.12,121.52,17594.49,7218.74,14240.3,2041.13,17.15,5938.75,5957.89,3833.92
2021-08-18,3198.19,2101.18,3874.42,3636.66,3199.14,123.28,17753.44,7474.66,14318.3,2039.93,16.91,5940.39,6292.89,3829.62
2021-08-19,3180.86,2081.63,3751.11,3605.39,3124.58,118.35,18213.42,7466.16,14775.76,2080.46,16.81,5979.85,6133.09,3858.24
2021-08-24,3125.01,2061.82,3518.34,3588.38,3169.65,113.1,18076.69,7310.55,14888.57,2050.44,16.82,5948.4,5889.19,3795.71
2021-08-25,3076.45,2032.34,3504.94,3537.07,3148.37,110.89,17732.59,7155.52,14468.37,2017.71,16.64,5889.97,5723.61,3754.52
2021-08-26,3094.05,2025.07,3682.83,3553.44,3268.58,110.81,17577.95,7128.25,14415.63,2011.71,16.58,5928.69,5960.01,3743.13
2021-08-29,3044.87,1995.18,3592.38,3516.69,3291.55,108.8,17271.63,7079.81,14167.94,1975.69,16.53,5813.74,5906.7,3680.97
2021-08-31,2975.84,1972.2,3468.11,3467.93,3188.71,106.03,16823.65,6881.08,13795.36,1914.09,16.41,5649.68,5700.96,3590.8
2021-09-01,2977.02,1980.54,3447.11,3601.9,3097.82,106.11,16890.5,6878.65,13731.77,1912.65,16.35,5643.75,5658.27,3616.45
2021-09-02,2926.74,1964.29,3330.33,3621.65,2983.94,102.63,16541.55,6753.24,13496.24,1875.12,16.21,5620.27,5472.14,3578.22
2021-09-05,2818.73,1920.6,3113.26,3460.45,2744.65,97.71,16030.76,6574.29,12976.78,1791.97,15.91,5457.2,5073.54,3361.58
2021-09-06,2980.79,1998.8,3396.76,3655.28,3000.86,104.38,16848.16,6972.4,13620.42,1942.22,16.08,5698.2,5576.86,3494.61
2021-09-07,2936.61,1965.63,3345.26,3541.27,2951.4,103.94,16545.51,6853.03,13330.19,1961.88,16.17,5551.46,5506.0,3440.24
2021-09-08,2876.59,1934.4,3291.92,3476.92,2854.35,101.36,16123.11,6664.6,13003.46,1898.54,16.08,5484.39,5347.31,3358.2
2021-09-09,2875.98,1932.23,3354.4,3473.61,2817.93,101.53,16182.5,6646.5,12995.99,1871.22,15.92,5465.11,5335.5,3358.8
2021-09-12,2947.42,1956.38,3571.49,3551.09,2932.88,103.88,16480.21,6964.08,13420.76,1889.89,15.87,5578.32,5609.03,3400.8
2021-09-13,2947.7,1973.45,3480.58,3555.23,2935.39,103.24,16566.05,6870.28,13619.62,1879.93,15.87,5547.27,5613.89,3430.34
2021-09-14,2929.29,1969.35,3449.76,3555.45,2908.71,102.46,16421.38,6802.89,13341.76,1872.42,15.84,5518.65,5547.05,3408.08
2021-09-15,2889.03,1948.69,3376.77,3475.92,2822.81,100.56,16246.07,6729.1,13064.26,1855.61,15.79,5466.46,5428.98,3380.86
2021-09-16,2812.39,1907.55,3238.98,3350.09,2683.38,98.22,15793.48,6593.14,12683.44,1824.45,15.55,5295.31,5231.77,3270.73
2021-09-20,2698.25,1856.1,3018.21,3191.96,2453.53,92.93,14993.42,6501.18,12077.66,1752.34,15.07,5132.98,4899.38,3113.75
2021-09-21,2712.07,1859.83,3041.04,3268.05,2435.07,94.05,15193.06,6499.92,12149.68,1766.15,15.07,5147.47,4926.75,3063.5
2021-09-22,2816.95,1920.76,3210.48,3404.95,2643.0,97.94,15744.8,6682.23,12591.54,1807.88,15.28,5321.62,5308.3,3192.37
2021-09-23,2819.66,1968.12,3138.54,3302.81,2651.15,95.79,15687.2,6601.83,12502.75,1779.06,15.21,5276.74,5227.86,3138.94
2021-09-26,2758.48,1949.82,3003.23,3214.81,2493.89,92.46,15322.21,6485.08,12147.88,1733.73,15.25,5156.34,5095.9,3052.09
2021-09-27,2685.42,1905.74,2922.62,3124.69,2380.93,89.59,14885.04,6381.76,11708.6,1687.71,15.09,5024.58,4901.8,3014.02
2021-09-28,2615.4,1869.71,2783.81,3100.38,2204.78,86.05,14453.13,6292.54,11384.16,1656.88,14.91,4912.03,4745.8,2934.64
2021-09-29,2665.94,1890.01,2901.15,3133.29,2312.25,88.04,14668.72,6394.47,11639.83,1698.31,15.0,5000.79,4896.48,3010.06
2021-09-30,2633.42,1869.4,2818.63,3089.73,2243.29,86.95,14568.36,6291.14,11535.26,1703.41,15.03,4962.58,4739.33,3128.19
2021-10-03,2577.5,1840.45,2707.02,2986.9,2146.17,83.62,14296.22,6183.69,11346.76,1669.49,14.86,4893.19,4608.82,3071.56
2021-10-04,2570.81,1836.58,2641.94,2999.7,2093.24,82.98,14301.84,6151.25,11333.6,1691.1,14.76,4965.29,4522.42,3050.78
2021-10-05,2612.65,1855.32,2702.45,3036.21,2179.11,83.87,14609.49,6259.0,11599.28,1701.91,14.9,5101.82,4663.34,2994.72
2021-10-06,2681.11,1878.54,2795.03,3077.81,2323.23,86.06,14866.73,6507.74,12009.2,1734.27,15.13,5398.01,4888.17,3057.58
2021-10-10,2662.58,1872.2,2761.85,3019.42,2330.47,85.44,14972.41,6301.79,11956.46,1697.71,15.24,5350.14,4858.14,3043.21
2021-10-11,2639.38,1855.95,2728.92,2998.61,2287.72,85.44,14931.35,6271.11,11877.5,1660.18,15.24,5282.66,4792.77,2978.73
2021-10-17,2656.97,1862.19,2742.22,3103.79,2301.76,86.53,15043.98,6317.19,11999.97,1694.4,15.18,5299.75,4858.31,3020.15
2021-10-18,2587.45,1825.08,2640.18,3015.8,2203.78,84.35,14691.23,6140.23,11572.31,1660.78,14.98,5116.24,4705.44,3039.09
2021-10-19,2510.73,1773.78,2522.18,2927.51,2091.64,81.95,14262.84,5964.91,11255.1,1627.46,14.81,4987.98,4509.52,2987.16
2021-10-20,2571.66,1806.4,2631.87,3019.26,2214.7,83.43,14452.53,6145.19,11503.2,1690.8,15.02,5086.99,4650.97,3077.13
2021-10-21,2556.96,1799.75,2587.19,2966.9,2169.37,83.0,14347.28,6039.77,11479.74,1712.72,15.08,5073.2,4551.22,3039.02
2021-10-24,2584.53,1805.88,2653.28,3010.07,2258.62,83.34,14414.6,6145.3,11522.16,1771.85,15.22,5128.26,4633.51,3006.55
2021-10-25,2672.25,1843.28,2854.1,3091.95,2435.11,87.01,14951.61,6288.67,11989.76,1821.15,15.39,5249.39,4935.01,3022.43
2021-10-26,2751.07,1888.29,2977.69,3324.15,2571.77,90.92,15451.59,6463.22,12310.97,1866.12,15.6,5317.7,5120.98,3105.62
2021-10-27,2769.13,1901.56,2957.31,3313.92,2581.42,90.92,15769.33,6419.13,12489.2,1888.93,15.74,5376.31,5119.43,3129.08
2021-10-28,2782.17,1893.3,3022.61,3276.96,2595.3,91.29,15681.65,6368.02,12492.43,1934.86,15.63,5505.87,5170.0,3134.92
2021-10-31,2837.62,1890.35,3188.98,3455.24,2686.98,94.22,15912.45,6678.59,13095.46,1937.56,15.9,5648.78,5508.01,3321.85
2021-11-01,2819.87,1895.04,3114.79,3463.03,2643.13,94.57,15796.69,6558.04,13040.87,1911.15,15.77,5557.46,5465.52,3279.01
2021-11-02,2843.62,1894.81,3162.94,3504.76,2691.25,94.41,15957.5,6587.2,13205.86,1983.19,15.79,5558.25,5656.86,3210.01
2021-11-03,2848.84,1903.14,3186.12,3440.74,2701.15,94.23,15910.46,6613.62,13092.42,1985.29,15.85,5575.66,5665.66,3212.42
2021-11-08,2829.65,1883.18,3173.1,3411.09,2734.7,94.86,15810.42,6590.7,12963.32,1962.18,15.93,5520.3,5684.16,3197.66
2021-11-09,2749.86,1847.24,3071.26,3293.47,2590.03,92.32,15430.59,6404.1,12498.83,1882.03,15.59,5362.99,5387.01,3132.99
2021-11-11,2690.29,1818.16,3000.81,3200.65,2480.77,89.51,15114.19,6340.75,12205.09,1825.89,15.52,5248.83,5192.74,3073.77
2021-11-14,2688.92,1810.73,2997.83,3235.64,2509.95,86.32,15046.02,6393.01,12225.16,1861.31,15.45,5253.11,5357.6,3057.47
2021-11-15,2715.35,1811.69,3047.88,3294.18,2567.79,88.01,15159.26,6502.5,12437.56,1879.62,15.48,5316.49,5499.07,3113.41
2021-11-16,2784.58,1846.07,3212.08,3364.78,2650.17,89.6,15429.87,6630.65,12625.81,1991.39,15.61,5406.04,5610.31,3176.83
2021-11-17,2801.52,1850.79,3284.06,3408.78,2682.59,89.08,15345.16,6530.05,12619.58,2096.67,15.59,5414.71,5534.51,3202.47
2021-11-18,2769.13,1828.73,3193.11,3369.62,2655.03,87.58,15117.09,6453.77,12415.22,2123.08,15.53,5406.44,5422.91,3132.94
2021-11-21,2757.53,1823.63,3206.32,3318.74,2635.8,86.83,14976.59,6549.91,12351.06,2084.21,15.5,5389.02,5416.02,3074.4
2021-11-22,2765.44,1826.53,3217.24,3468.5,2612.51,87.55,14969.51,6525.0,12450.54,2111.86,15.55,5374.45,5381.03,3090.23
2021-11-23,2733.14,1811.13,3141.8,3374.95,2523.81,86.22,14778.51,6423.95,12249.05,2131.79,15.48,5318.41,5261.05,3044.72
2021-11-24,2735.01,1804.02,3165.23,3377.03,2556.86,86.77,14720.21,6450.77,12285.27,2137.19,15.52,5321.35,5301.74,3005.89
2021-11-25,2731.78,1813.79,3137.75,3402.69,2554.83,86.28,14696.95,6421.67,12128.42,2156.71,15.51,5269.95,5230.87,2962.73
2021-11-28,2651.49,1778.83,3005.73,3255.61,2486.74,83.25,14158.92,6229.26,11742.48,2088.56,15.29,5130.54,4963.62,2803.56
2021-11-29,2629.98,1767.94,3006.33,3182.3,2454.83,82.61,14041.87,6167.32,11674.65,2047.43,15.31,5089.71,4896.17,2797.62
2021-11-30,2628.37,1761.38,3017.73,3178.11,2476.05,82.18,13972.23,6115.63,11774.43,2061.54,15.32,5078.06,4937.05,2775.0
2021-12-01,2633.66,1763.02,3024.77,3160.62,2483.02,82.34,13967.69,6170.31,11752.21,2086.52,15.32,5072.16,4944.98,2786.93
2021-12-02,2584.61,1745.25,2958.12,3098.25,2389.29,80.88,13736.87,6016.64,11506.31,2027.56,15.13,4990.23,4755.97,2750.88
2021-12-05,2513.89,1704.52,2860.78,3015.66,2278.87,78.17,13364.77,5891.37,11257.62,1957.68,14.9,4858.66,4552.96,2632.86
2021-12-06,2546.09,1717.52,2943.3,3057.46,2336.73,78.84,13487.97,5953.65,11283.71,1989.2,14.91,4924.07,4710.09,2636.74
2021-12-07,2508.91,1703.97,2868.61,3008.06,2245.93,78.1,13417.07,5861.62,11122.73,1932.76,15.04,4851.51,4569.14,2658.27
2021-12-08,2455.81,1677.84,2779.26,2932.85,2172.51,76.16,13122.63,5691.06,10887.03,1910.58,14.92,4725.9,4417.93,2559.09
2021-12-09,2449.97,1675.48,2762.24,2951.61,2156.23,76.27,13088.19,5669.76,10826.76,1914.74,14.93,4700.72,4396.0,2539.74
2021-12-12,2361.27,1631.09,2637.42,2864.35,2056.31,73.05,12580.58,5483.08,10336.64,1845.4,14.72,4525.03,4111.93,2350.49
2021-12-13,2282.01,1596.97,2531.59,2809.43,1946.54,69.5,12155.25,5311.36,9790.65,1776.05,14.48,4337.7,3900.17,2251.38
2021-12-14,2418.85,1665.47,2730.15,2982.69,2114.24,75.06,12816.94,5616.1,10435.83,1904.48,14.72,4623.27,4258.85,2431.66
2021-12-15,2414.62,1656.19,2737.72,2929.41,2160.86,75.52,12772.97,5623.87,10462.89,1893.43,14.73,4605.48,4299.32,2460.88
2021-12-16,2376.74,1650.51,2655.3,2883.21,2104.63,74.0,12509.75,5538.52,10198.28,1853.8,14.81,4524.43,4141.82,2396.27
2021-12-20,2358.81,1642.65,2602.53,2838.13,2086.78,73.63,12403.74,5733.32,10028.09,1815.08,14.68,4530.77,4049.41,2394.03
2021-12-21,2415.55,1675.56,2697.05,2892.15,2124.7,75.05,12610.32,5903.42,10232.43,1885.56,14.8,4621.49,4187.29,2463.85
2021-12-22,2507.7,1712.7,2859.7,2995.73,2199.31,78.94,13113.09,6355.45,10719.79,1950.47,14.87,4804.35,4417.92,2666.72
2021-12-23,2520.23,1716.62,2840.61,3015.35,2156.33,79.01,13315.57,6420.42,11101.76,1967.88,14.88,4851.65,4368.82,2671.94
2021-12-26,2591.42,1737.21,2837.15,3058.6,2132.13,81.39,14612.8,6775.75,12013.45,2018.31,14.99,5024.77,4420.4,2693.27
2021-12-27,2521.65,1710.1,2728.61,3016.58,2065.38,78.35,14322.08,6659.14,11393.72,1925.01,14.98,4906.72,4250.14,2625.07
2021-12-28,2518.99,1701.37,2753.4,3006.17,2079.4,77.98,14282.83,6797.09,11358.5,1928.25,14.91,4880.44,4254.98,2641.76
2021-12-29,2524.5,1702.12,2755.93,3023.35,2075.07,77.73,14210.87,6854.14,11610.08,1947.33,14.93,4892.25,4225.08,2628.45
2022-01-02,2584.91,1736.06,2802.73,3065.79,2088.0,79.41,14555.15,7200.38,12021.48,1992.15,14.87,5033.12,4369.62,2647.83
2022-01-03,2616.94,1761.46,2812.84,3089.18,2130.82,80.89,14649.03,7198.12,12082.84,1995.44,15.05,5178.27,4442.9,2834.36
2022-01-04,2679.95,1825.13,2900.37,3153.27,2209.83,83.43,14809.55,7155.41,12123.81,1988.74,15.31,5269.78,4675.31,2886.19
2022-01-05,2649.2,1797.22,2914.44,3086.85,2211.94,82.13,14752.59,7103.55,11895.72,1985.54,15.16,5158.91,4595.74,2835.93
2022-01-06,2692.47,1832.29,2986.64,3194.32,2239.41,83.74,14867.13,7097.57,12139.65,2005.95,15.26,5211.98,4684.22,2816.58
2022-01-09,2765.47,1867.32,3134.82,3199.55,2356.13,87.21,15162.24,7236.37,12519.43,2068.73,15.47,5282.52,4941.31,2987.83
2022-01-10,2784.95,1852.03,3175.61,3161.85,2434.22,88.15,15380.44,7188.6,12710.08,2185.29,15.69,5294.76,4978.9,3044.93
2022-01-11,2834.13,1855.68,3241.49,3269.19,2583.95,90.08,15979.15,7157.37,13046.37,2216.73,15.78,5501.51,5150.14,3085.22
2022-01-12,2803.62,1833.51,3234.6,3198.46,2526.19,92.9,15790.13,7163.66,12779.92,2140.42,15.73,5439.96,5027.6,3105.28
2022-01-13,2857.75,1843.38,3393.07,3234.15,2618.78,95.95,16139.74,7290.99,13068.48,2146.02,15.89,5614.3,5175.25,3188.73
2022-01-16,2926.74,1883.09,3468.33,3289.8,2675.4,97.86,16533.14,7700.81,13334.7,2212.92,16.14,5724.74,5324.14,3268.41
2022-01-17,2947.38,1902.68,3525.13,3296.54,2674.48,97.6,16613.41,7800.13,13385.11,2236.78,16.35,5718.21,5300.96,3258.58
2022-01-18,2936.66,1925.06,3488.96,3339.04,2604.59,95.27,16415.26,7613.71,13207.0,2266.36,16.54,5628.64,5170.23,3173.04
2022-01-19,2898.31,1910.97,3430.21,3260.36,2552.58,93.76,16192.54,7504.11,13089.84,2205.95,16.33,5551.78,5107.09,3092.3
2022-01-20,2931.34,1909.96,3506.63,3279.12,2630.05,95.72,16654.94,7535.59,13359.93,2217.35,16.31,5611.96,5278.73,3137.09
2022-01-23,2920.51,1893.29,3463.88,3230.08,2557.15,94.63,16884.9,7551.85,13390.64,2260.09,16.41,5601.01,5205.32,3090.92
2022-01-24,2820.65,1839.02,3308.01,3122.32,2447.12,91.41,16315.11,7307.86,12883.86,2178.68,16.05,5417.25,4971.05,2977.26
2022-01-25,2815.06,1835.41,3297.44,3118.07,2441.73,91.04,16387.27,7294.27,12866.56,2168.78,16.03,5402.02,4955.45,2975.81
2022-01-26,2776.65,1812.66,3245.04,3113.11,2382.66,89.06,16109.62,7239.66,12724.02,2143.98,15.85,5338.9,4871.82,2946.11
2022-01-27,2779.98,1808.33,3250.55,3091.56,2397.31,89.54,16108.3,7268.38,12857.85,2161.9,15.76,5344.2,4850.73,2939.12
2022-01-30,2885.53,1855.32,3433.46,3233.04,2549.31,95.22,16656.36,7466.13,13289.46,2251.0,16.04,5517.66,5168.95,3092.58
2022-01-31,2871.05,1835.8,3410.4,3209.83,2506.13,97.3,16435.04,7394.75,13110.69,2288.34,15.92,5547.83,5058.8,3077.3
